Factura	Fecha_Anno	Fecha_Mes	Fecha_Dia	FechaV_Anno	FechaV_Mes	FechaV_Dia	Cliente	Item	Cantidad	Moneda	Precio	Total	Almacen	Vendedor	TotalUSB	Impuesto	ImpuestoUSB	TipoCambio	Ganacia	GanaciaUSB
608140	2018	5	4	2018	6	4	C3867	300	13	CRC	260,94	3392,2199999999998	1	-1	5,9699999999999998	440,99000000000001	0,78000000000000003	1	1236,45	21800
608863	2018	5	8	2018	6	8	C3274	297	1	CRC	12100	12100	1	-1	21,25	1573	2,7599999999999998	1	6158800	10800
608879	2018	5	8	2018	6	8	C3367	297	2	CRC	12100	24200	1	-1	42,5	3146	5,5300000000000002	1	1231,75	21600
609054	2018	5	9	2018	6	9	C1505	297	1	CRC	12100	12100	1	-1	21,25	1573	2,7599999999999998	1	6158800	10800
612799	2018	5	24	2018	6	24	C2110	297	1	CRC	12100	12100	1	-1	21,329999999999998	1573	2,77	1	6158800	10900
612845	2018	5	24	2018	6	24	C0353	297	1	CRC	12100	12100	1	-1	21,329999999999998	1573	2,77	1	6158800	10900
613149	2018	5	25	2018	7	25	C0184	297	2	CRC	12100	24200	1	-1	42,590000000000003	3146	5,54	1	1231,75	21700
591849	2018	2	15	2018	3	15	C0384	297	10	CRC	12100	121000	1	-1	211,41	15730	27,48	1	6158,7799999999997	107600
592544	2018	2	20	2018	3	20	C0837	297	3	CRC	11495	34485	1	-1	60,25	4483,0500000000002	7,8300000000000001	1	326400	5,9999999999999998E-2
604804	2018	4	19	2018	5	19	C0120	297	2	CRC	12069,75	24139,5	1	-1	42,530000000000001	3138,1300000000001	5,5300000000000002	1	1171,25	20600
624714	2018	7	13	2018	8	13	C0603	300	12	CRC	260,94	3131,2800000000002	1	-1	5,4900000000000002	407,06999999999999	0,70999999999999996	1	8938800	15700
625383	2018	7	18	2018	8	18	C3367	299	2	CRC	10697,58	21395,16	1	-1	37,520000000000003	2781,3699999999999	4,8799999999999999	1	7488,3100000000004	131300
627114	2018	7	26	2018	8	26	C3867	300	40	CRC	260,94	10437,6	1	-1	18,300000000000001	1356,8900000000001	2,3799999999999999	1	2979,5999999999999	52200
630864	2018	8	11	2018	9	11	C0603	300	20	CRC	260,94	5218,8000000000002	1	-1	9,1500000000000004	678,44000000000005	1,1899999999999999	1	1489,8	26100
631412	2018	8	14	2018	9	14	C3753	300	5	CRC	247,893	1239,47	1	-1	2,1699999999999999	161,13	0,28000000000000003	1	3072200	0,54000000000000004
632500	2018	8	20	2018	9	20	C3369	300	50	CRC	229,62719999999999	11481,360000000001	1	-1	20,149999999999999	1492,5799999999999	2,6200000000000001	1	2158,8600000000001	37900
4906	2018	9	24	2018	11	24	C0532	300	2	CRC	260,94	521,88	1	-1	0,90000000000000002	67,840000000000003	0,12	1	1489800	0,26000000000000001
5461	2018	9	26	2018	10	26	C2138	300	3	CRC	260,94	782,82000000000005	1	-1	1,3500000000000001	101,77	0,17999999999999999	1	2234700	0,39000000000000001
761	2018	9	5	2018	10	5	C3795	300	6	CRC	260,94	1565,6400000000001	1	-1	2,6800000000000002	203,53	0,34999999999999998	1	4469400	0,77000000000000002
844	2018	9	5	2018	11	5	C1511	300	24	CRC	287	6888	1	-1	11,77	805,89999999999998	1,3799999999999999	1	1724,4000000000001	29400
3639	2018	9	19	2018	10	19	C4047	300	20	CRC	260,94	5218,8000000000002	1	-1	8,9900000000000002	678,44000000000005	1,1699999999999999	1	1489,8	25700
4121	2018	9	20	2018	10	20	C1701	300	10	CRC	260,94	2609,4000000000001	1	-1	4,4900000000000002	339,22000000000003	0,57999999999999996	1	7449000	12800
10983	2018	10	19	2018	11	19	C3369	300	36	CRC	229,62719999999999	8266,5799999999999	1	-1	13,869999999999999	1074,6600000000001	1,8	1	1554,3800000000001	26000
11273	2018	10	22	2018	11	22	C0638	300	24	CRC	260,94	6262,5600000000004	1	-1	10,5	814,13	1,3700000000000001	1	1787,76	30000
13497	2018	10	31	2018	11	30	C3855	300	36	CRC	260,94	9393,8400000000001	1	-1	15,380000000000001	1221,2	2	1	2681,6399999999999	43900
13521	2018	10	31	2018	11	30	C4047	300	20	CRC	260,94	5218,8000000000002	1	-1	8,5500000000000007	678,44000000000005	1,1100000000000001	1	1489,8	24400
16385	2018	11	12	2018	12	12	C1989	300	200	CRC	287,02999999999997	57406	1	-1	92,040000000000006	7462,7799999999997	11,960000000000001	1	20116,009999999998	322500
11281	2018	10	22	2018	11	22	C4311	300	10	CRC	260,94	2609,4000000000001	1	-1	4,3700000000000001	339,22000000000003	0,56999999999999995	1	7449000	12400
14668	2018	11	5	2018	12	5	C0638	300	12	CRC	287,02999999999997	3444,3600000000001	1	-1	5,54	447,76999999999998	0,71999999999999997	1	1206,96	19400
17075	2018	11	14	2018	12	14	C1854	300	100	CRC	287,02999999999997	28703	1	-1	46,289999999999999	3731,3899999999999	6,0199999999999996	1	10058	162200
17586	2018	11	16	2018	12	16	C0638	300	13	CRC	287,02999999999997	3731,3899999999999	1	-1	6,1100000000000003	485,07999999999998	0,79000000000000004	1	1307,54	21400
29084	2019	1	16	2019	2	16	C0856	297	1	CRC	20575	20575	1	-1	34	2674,75	4,4199999999999999	1	7613,6300000000001	125800
22052	2018	12	5	2019	1	5	C1779	297	4		0	0	1	-1	0	0	0	1	-51845,470000000001	-858600
23917	2018	12	13	2019	1	13	C0401	297	1	CRC	17285	17285	1	-1	28,77	2247,0500000000002	3,75	1	4323,6300000000001	72000
23033	2018	12	11	2019	1	11	C1779	297	4	CRC	16075,049999999999	64300,199999999997	1	62	106,8	8359,0300000000007	13,880000000000001	1	12454,73	206900
612287	2018	5	23	2018	6	23	C1309	297	1	CRC	14000	14000	1	-1	24,690000000000001	1820	3,21	1	2515,8800000000001	44400
36257	2019	2	18	2019	3	18	C0540	297	1	CRC	18517,5	18517,5	1	-1	30,289999999999999	2407,2800000000002	3,9399999999999999	1	5556,1300000000001	90900
40028	2019	3	7	2019	4	7	C4044	297	3	CRC	20575	61725	1	-1	101	8024,25	13,130000000000001	1	22840,900000000001	373700
44999	2019	3	30	2019	4	30	C0983	297	3	CRC	18517,5	55552,5	1	-1	92,219999999999999	7221,8199999999997	11,99	1	16668,400000000001	276700
40616	2019	3	11	2019	4	11	C1914	297	1	CRC	18517,5	18517,5	1	-1	30,32	2407,2800000000002	3,9399999999999999	1	5556,1300000000001	91000
46481	2019	4	6	2019	5	6	C0983	297	3	CRC	18517,5	55552,5	1	-1	91,280000000000001	7221,8199999999997	11,869999999999999	1	16668,400000000001	273900
50597	2019	4	29	2019	5	29	C3993	297	2	CRC	18517,5	37035	1	-1	61,869999999999997	4814,5500000000002	8,0399999999999991	1	11112,280000000001	185700
58186	2019	5	31	2019	6	30	C1442	297	1	CRC	18517,5	18517,5	1	-1	31,359999999999999	2407,2800000000002	4,0800000000000001	1	5853,9399999999996	99200
70663	2019	7	23	2019	8	23	C4466	297	2	CRC	18517,5	37035	1	-1	64,209999999999994	4814,5500000000002	8,3499999999999996	1	11435,879999999999	198300
69479	2019	7	17	2019	8	17	C4365	297	1	CRC	18517,5	18517,5	1	-1	32,039999999999999	2407,27	4,1699999999999999	1	5717,9399999999996	98900
76322	2019	8	20	2019	9	20	C4079	297	1	CRC	18517,5	18517,5	1	-1	32,490000000000002	2407,2800000000002	4,2199999999999998	1	5717,9399999999996	100300
77946	2019	8	28	2019	8	28	C1450	297	1	CRC	18517,5	18517,5	1	-1	32,490000000000002	2407,2800000000002	4,2199999999999998	1	5717,9399999999996	100400
502699	2016	12	6	2016	12	6	C3212	294	2	CRC	446,35000000000002	892,70000000000005	1	-1	1,6000000000000001	110,25	0,20000000000000001	1	2663400	0,47999999999999998
502910	2016	12	6	2017	2	6	C0571	294	29	CRC	446,35000000000002	12944,15	1	-1	23,18	1682,74	3,0099999999999998	1	4509,2299999999996	80700
503060	2016	12	6	2017	2	6	C0571	294	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,5899999999999999	696,30999999999995	1,25	1	1865,8900000000001	33400
503107	2016	12	7	2016	12	23	C2174	296	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,5999999999999996	696,30999999999995	1,25	1	1877,6800000000001	33600
503564	2016	12	8	2017	1	8	C0609	296	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,7999999999999998	348,14999999999998	0,62	1	9388400	16800
503593	2016	12	8	2017	1	8	C1400	296	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,6099999999999994	696,30999999999995	1,25	1	1877,6800000000001	33700
503593	2016	12	8	2017	1	8	C1400	294	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,6099999999999994	696,30999999999995	1,25	1	1865,8900000000001	33500
504413	2016	12	12	2017	1	12	C0413	294	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,7999999999999998	348,14999999999998	0,62	1	9329500	16700
504958	2016	12	14	2017	2	14	C0369	296	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,6099999999999994	696,30999999999995	1,25	1	1877,6800000000001	33700
504958	2016	12	14	2017	2	14	C0369	294	2	CRC	446,35000000000002	892,70000000000005	1	-1	1,6000000000000001	116,05	0,20999999999999999	1	3109800	0,56000000000000005
505006	2016	12	15	2017	1	15	C3265	294	4	CRC	446,35000000000002	1785,4000000000001	1	-1	3,2000000000000002	232,09999999999999	0,41999999999999998	1	6219600	11100
512329	2017	1	27	2017	1	27	C3212	287	2	CRC	370,5	741	1	-1	1,3200000000000001	96,329999999999998	0,17000000000000001	1	1834300	0,33000000000000002
512354	2017	1	27	2017	2	27	C0058	296	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,5500000000000007	696,30999999999995	1,24	1	1877,6900000000001	33500
512354	2017	1	27	2017	2	27	C0058	294	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,5500000000000007	696,30999999999995	1,24	1	1865,8900000000001	33300
508860	2017	1	11	2017	2	11	C0856	296	10	CRC	446,35000000000002	4463,5	1	-1	7,9400000000000004	580,25	1,03	1	1564,74	27800
508862	2017	1	11	2017	1	27	C0340	296	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,7699999999999996	348,14999999999998	0,62	1	9388400	16700
508992	2017	1	12	2017	2	12	C0026	294	3	CRC	446,35000000000002	1339,05	1	-1	2,3799999999999999	174,08000000000001	0,31	1	4664800	0,82999999999999996
509156	2017	1	12	2017	2	12	C2174	296	12	CRC	446,35000000000002	5356,1999999999998	1	37	9,5299999999999994	696,30999999999995	1,24	1	1877,6800000000001	33400
510141	2017	1	17	2017	3	17	C2465	296	8	CRC	424,03250000000003	3392,2600000000002	1	-1	6,0499999999999998	440,99000000000001	0,79000000000000004	1	1073,25	19100
510174	2017	1	17	2017	3	17	C2354	296	24	CRC	424,03250000000003	10176,780000000001	1	-1	18,149999999999999	1322,98	2,3599999999999999	1	3219,75	57400
513327	2017	2	1	2017	3	1	C1191	296	48	CRC	460	22080	1	-1	39,240000000000002	2870,4000000000001	5,0999999999999996	1	8165,9399999999996	145100
513869	2017	2	3	2017	3	3	C1577	294	3	CRC	446,35000000000002	1339,05	1	-1	2,3799999999999999	174,08000000000001	0,31	1	4664700	0,82999999999999996
513913	2017	2	4	2017	3	4	C0026	294	24	CRC	446,35000000000002	10712,4	1	-1	18,989999999999998	1392,6099999999999	2,4700000000000002	1	3731,7800000000002	66200
513937	2017	2	6	2017	4	6	C0479	294	25	CRC	446,35000000000002	11158,75	1	-1	19,780000000000001	1450,6400000000001	2,5699999999999998	1	3887,27	68900
513937	2017	2	6	2017	4	6	C0479	296	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,4900000000000002	696,30999999999995	1,23	1	1877,6800000000001	33200
514119	2017	2	6	2017	4	6	C0661	294	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,75	348,14999999999998	0,62	1	9329500	16600
514119	2017	2	6	2017	4	6	C0661	296	3	CRC	446,35000000000002	1339,05	1	-1	2,3700000000000001	174,08000000000001	0,31	1	4694200	0,82999999999999996
514206	2017	2	7	2017	2	7	C2401	294	36	CRC	449	16164	1	-1	28,629999999999999	2101,3200000000002	3,7200000000000002	1	5693,0699999999997	100800
515676	2017	2	14	2017	3	14	C2004	296	15	CRC	446,35000000000002	6695,25	1	-1	11,81	870,38	1,54	1	2278,5999999999999	40200
515676	2017	2	14	2017	3	14	C2004	294	2	CRC	446,35000000000002	892,70000000000005	1	-1	1,5800000000000001	116,05	0,20999999999999999	1	3109800	0,55000000000000004
515835	2017	2	15	2017	3	15	C1337	296	1	CRC	289,88	289,88	1	-1	0,51000000000000001	37,68	7,0000000000000007E-2	1	-45600	-0,01
516060	2017	2	15	2017	3	15	C0783	296	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,4499999999999993	696,30999999999995	1,23	1	1822,8800000000001	32200
516767	2017	2	18	2017	4	2	C1117	287	82	CRC	280	22960	1	-1	40,359999999999999	2984,8000000000002	5,25	1	995900	0,17999999999999999
517468	2017	2	22	2017	3	22	C1471	296	1	CRC	446,35000000000002	446,35000000000002	1	-1	0,78000000000000003	58,030000000000001	0,10000000000000001	1	1519100	0,26000000000000001
518626	2017	2	28	2017	3	28	C0856	296	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,71	348,14999999999998	0,60999999999999999	1	9114400	16000
519549	2017	3	3	2017	4	3	C2074	296	24	CRC	446,35000000000002	10712,4	1	-1	18,879999999999999	1392,6099999999999	2,4500000000000002	1	3645,7600000000002	64200
505757	2016	12	19	2016	12	19	C2205	296	12	CRC	424,03250000000003	5088,3900000000003	1	-1	9,1199999999999992	661,49000000000001	1,1899999999999999	1	1609,8699999999999	28800
506074	2016	12	20	2017	1	20	C2225	296	15	CRC	446,35000000000002	6695,25	1	-1	12	870,38	1,5600000000000001	1	2347,1100000000001	42100
506255	2016	12	21	2017	1	21	C2174	296	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,5800000000000001	696,30999999999995	1,25	1	1877,6900000000001	33600
507041	2016	12	26	2016	12	26	C1586	296	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,5500000000000007	696,30999999999995	1,24	1	1877,6800000000001	33500
507440	2017	1	3	2017	2	3	C1763	296	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,7699999999999996	348,14999999999998	0,60999999999999999	1	9388400	16700
509531	2017	1	13	2017	2	13	C0058	296	2	CRC	446,35000000000002	892,70000000000005	1	-1	1,5900000000000001	116,05	0,20999999999999999	1	3129500	0,56000000000000005
511784	2017	1	25	2017	2	25	C0368	294	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,7800000000000002	348,14999999999998	0,62	1	9329400	16700
519995	2017	3	6	2017	4	6	C3182	296	1	CRC	446,35000000000002	446,35000000000002	1	-1	0,79000000000000004	58,030000000000001	0,10000000000000001	1	1519100	0,27000000000000002
512736	2017	1	30	2017	2	28	C1763	294	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,7699999999999996	348,14999999999998	0,62	1	9329500	16600
512736	2017	1	30	2017	2	28	C1763	296	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,7699999999999996	348,14999999999998	0,62	1	9388400	16700
513255	2017	2	1	2017	3	1	C2329	296	3	CRC	446,35000000000002	1339,05	1	-1	2,3799999999999999	174,08000000000001	0,31	1	4694200	0,82999999999999996
522727	2017	3	20	2017	4	20	C1400	296	1	CRC	446,35000000000002	446,35000000000002	1	-1	0,79000000000000004	58,030000000000001	0,10000000000000001	1	1519100	0,27000000000000002
505110	2016	12	15	2017	1	15	C3258	294	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,7999999999999998	348,14999999999998	0,62	1	9329500	16700
505330	2016	12	16	2017	1	16	C0368	296	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,7999999999999998	348,14999999999998	0,62	1	9388400	16800
505353	2016	12	16	2017	2	16	C0479	296	24	CRC	446,35000000000002	10712,4	1	-1	19,210000000000001	1392,6099999999999	2,5	1	3755,3699999999999	67300
507682	2017	1	4	2017	2	4	C0413	296	12	CRC	446,35000000000002	5356,1999999999998	1	-1	9,5500000000000007	696,30999999999995	1,24	1	1877,6900000000001	33500
519570	2017	3	3	2017	4	18	C0571	294	6	CRC	446,35000000000002	2678,0999999999999	1	-1	4,7199999999999998	348,14999999999998	0,60999999999999999	1	9329400	16400
558450	2017	9	6	2017	10	6	C3923	287	10	CRC	349,98750000000001	3499,8800000000001	1	-1	6,04	454,98000000000002	0,79000000000000004	1	7290500	12600
550905	2017	7	31	2017	8	31	C3528	287	1	CRC	349,98750000000001	349,99000000000001	1	-1	0,60999999999999999	45,5	8,0000000000000002E-2	1	729100	0,13
566037	2017	10	12	2017	11	12	C0401	287	6	CRC	425	2550	1	-1	4,4199999999999999	331,5	0,56999999999999995	1	8875000	15400
547113	2017	7	11	2017	8	11	C0994	287	12	CRC	350	4200	1	-1	7,2999999999999998	546	0,94999999999999996	1	8750000	15200
548270	2017	7	17	2017	8	17	C3535	287	2	CRC	350	700	1	-1	1,22	91	0,16	1	1458300	0,26000000000000001
631782	2018	8	16	2018	9	16	C3605	287	12	CRC	423,69999999999999	5084,3999999999996	1	-1	8,9199999999999999	660,97000000000003	1,1599999999999999	1	1759,4100000000001	30900
591012	2018	2	13	2018	3	13	C3801	287	12	CRC	425	5100	1	-1	8,8800000000000008	663	1,1499999999999999	1	1775,01	30900
3390	2018	9	18	2018	11	2	C1117	287	178	CRC	340	60520	1	-1	104,23	7867,6000000000004	13,550000000000001	1	11199,25	192900
